NOx_EO,AIR Flow,Fuel flow,Gexh ,T4,N,MD,Power,Air to Fuel RATIO,Velocity,diff_pressure,LABEL
337.26,337.11,15.42,352.53,394.92,1919,321.19,64.86,21.86,100,1.3,0
370.13,343.76,15.3,359.06,396.04,1945.8,326.42,66.9,22.46,100,2.8,0
423.24,348.82,15.13,363.95,396.99,1967.9,333.97,68.97,23.05,97,2.8,0
420.91,352.51,15.08,367.59,397.6,1978.1,339.9,70.31,23.37,66,2.12,0
417.84,354.07,15.14,369.21,397.86,1985.5,327.14,68.27,23.38,88,3.03,0
407.83,355.39,15.23,370.62,398.04,2007.1,325.87,68.82,23.33,23,3.2,0
405.51,358.31,15.31,373.62,397.75,2021.7,342.92,72.36,23.41,51,2.5,0
406.14,360.15,15.42,375.57,397.57,2019.1,332.86,70.4,23.36,78,2.37,0
419.15,361.41,15.53,376.94,397.5,2028.4,328.75,69.98,23.27,69,1.3,0
423.01,362.97,15.6,378.57,397.7,2034.1,342.99,72.8,23.27,23,2.8,0
411.16,363.38,15.66,379.04,397.86,2027.5,335.32,71.07,23.2,16,0.23,0
418.02,361.51,15.71,377.22,398.01,2026.5,335.71,71.13,23.01,68,2.5,0
396.17,360.27,15.75,376.02,398.19,2025.9,336.02,71.19,22.88,36,2.37,0
398.19,360.08,15.74,375.82,398.44,2018.4,351.95,73.92,22.87,55,1.3,0
400.47,357.07,15.73,372.8,398.48,1990.2,364.82,75.06,22.7,76,2.8,0
401.19,351.75,15.73,367.48,398.71,1954.7,348.21,70.8,22.37,34,0.23,0
399.8,349.28,15.7,364.98,399.57,1952.7,322.79,66.43,22.25,89,3.03,0
430.22,353.12,15.58,368.7,400.73,1982.1,333.17,69.23,22.66,54,3.2,0
438.49,354.63,15.52,370.15,401,2020.8,244.28,53.5,22.85,43,2.5,0
425.4,340.73,15.37,356.1,398.44,2019.6,427.9,84.31,22.18,45,2.37,0
420.27,258.21,15.01,273.22,391.47,1718.3,434.63,69.02,17.2,34,2.8,0
419.16,214.91,14.12,229.03,391.44,1500.6,180.27,29.42,15.22,87,3.56,0
400.6,244.87,12.18,257.05,396.18,1629.4,202.6,35.88,20.1,65,2.12,0
333.44,214.58,11.02,225.6,394.47,1726,133.57,24.51,19.47,35,0.78,0
367.57,177.54,10.68,188.22,387.5,1762.2,86.41,15.9,16.62,33,2.5,0
717.52,156.24,9.55,165.79,380.48,1784.4,56.17,10.71,16.36,31,2.37,0
558.94,173.59,7.82,181.41,379.36,1862.1,125.23,24.91,22.2,67,1.3,0
257.99,202.07,6.84,208.91,380.84,1922.2,164.27,33.28,29.54,45,2.8,0
238.83,200.09,6.96,207.05,379.85,1934.1,162.25,32.66,28.77,64,0.45,0
266.03,198.47,7.37,205.84,379.13,1918.9,181.77,36.3,26.93,35,2.5,0
348.55,199.12,7.51,206.63,379.33,1924.9,115.86,23.71,26.51,8,2.37,0
245.83,193.11,7.68,200.79,376.99,1954.8,165.38,33.45,25.16,7,1.3,0
208.35,189.64,7.61,197.25,375.65,1923.7,157.08,31.51,24.93,7,2.8,0
220.2,190.62,7.35,197.97,375.26,1927.6,110.88,22.63,25.94,7,0.23,0
188.26,180.76,7.25,188.01,371.51,1930.2,149.39,29.44,24.95,132,3.03,0
203.81,160.85,6.98,167.83,366.35,1863.1,83.58,16.21,23.06,0,3.2,0
209.24,150.66,6.31,156.97,361.93,1853.1,74.59,14.47,23.88,56,2.5,0
185.01,141.59,5.58,147.17,357.38,1825.1,88.75,16.73,25.36,34,2.37,0
191.97,126.3,4.88,131.18,350.73,1671.1,247.27,38.34,25.87,12,1.3,0
199.18,114.78,4.03,118.81,346.5,1389.4,136.16,18.68,28.46,69,2.8,0
185.51,158.46,3.13,161.59,348.58,1436.2,-8,0,50.69,61,3.56,0
179.43,270.7,3.24,273.94,368.06,1792.7,291.63,57.96,83.61,5,2.37,0
190.97,304.7,5.43,310.13,378.77,1938.8,319.42,65.56,56.16,10,1.3,0
533.66,310.99,8.95,319.94,378.8,1978.2,303.59,63.28,34.75,13,2.8,0
829.26,309.92,11.22,321.14,377.88,2000.5,277.73,58.11,27.62,17.5,0.23,0
570.95,291.61,12.42,304.03,376.96,2002.3,255.92,53.55,23.47,12.4,3.03,0
382.69,280.06,12.79,292.85,375.6,2008.2,230.24,48.59,21.9,123,3.2,0
376.12,271.53,12.61,284.14,373.81,2027.3,217.89,46.34,21.53,34,2.5,0
330.88,264.56,12.21,276.77,371.3,2044.5,190.99,41.2,21.67,15,2.37,0
287.86,258.89,11.66,270.55,368.25,2049.1,249.34,52.48,22.2,64,1.3,0
277.09,256.58,11.16,267.74,367.95,2013.2,203.63,43.32,23,98,2.8,0
276.57,271.82,10.72,282.54,368.18,2040.8,245.35,52.18,25.36,34,0.23,0
268.52,273.57,10.73,284.3,368.38,2041.5,208.87,45.02,25.5,28,3.03,0
268.2,287.56,10.89,298.45,368.29,2066.2,256.16,55.15,26.39,57,3.2,0
298.6,309.33,11.09,320.42,368.6,2062,242.85,52.98,27.9,63,2.5,0
276.91,294.07,11.33,305.4,366.71,2021.6,324.34,65.37,25.96,96,2.37,0
285.75,219.24,11.55,230.79,359.05,1778.1,245.23,41.1,18.98,17,1.3,0
324.66,152.95,10.68,163.63,350.45,1495,185.7,27.17,14.33,56,2.8,0
319.3,154.96,8.4,163.36,350.78,1402.9,150.87,22.91,18.45,27,3.56,0
270.53,181.76,6.5,188.26,359.25,1464.7,229.64,35.01,27.96,45,0.32,0
223.14,161.26,6.24,167.5,364.88,1450.7,182.65,27.61,25.85,67,0.78,0
382.25,148.75,6.6,155.35,369.44,1474.4,152.67,23.97,22.54,24,1.43,0
657.68,186.03,6.78,192.81,377.81,1610.1,114.65,21.17,27.43,57,2.56,0
321,293.95,7.24,301.19,387.56,1852.1,243.05,48.61,40.58,98,0.32,0
267.47,279.46,8.83,288.29,388.93,1937,261.2,53.3,31.64,99,1,0
325.01,293.57,10.65,304.22,388.45,1974.9,244.73,51.39,27.58,67,2.3,0
498.03,298.83,11.5,310.33,386.06,2016.6,281.83,59.23,25.98,26,0.57,0
319.03,294.85,12.06,306.91,383.59,2014.4,248.21,52.65,24.44,17.8,0.65,0
313.55,295.3,12.32,307.62,381.06,2027.9,261.79,55.56,23.97,17.3,0.78,0
318.14,281.41,12.32,293.73,377.51,1970,324.24,64.14,22.84,21.5,3.03,0
311.3,231.83,12.08,243.91,372.89,1782.8,292,50.69,19.2,24.2,3.2,0
309.48,172.38,11.24,183.62,366.14,1568.8,157.09,24.47,15.34,28.8,2.5,0
306.11,138.24,9.34,147.58,361.08,1449.5,184.53,26.75,14.81,17,2.37,0
265.95,177.64,7.4,185.04,366.24,1524.4,-17.38,0,24,16,1.3,0
229.33,309.45,6.37,315.82,375.38,1904,239.01,49.8,48.58,78,2.8,0
259.51,278.55,7.84,286.39,380.83,2015.2,220.04,46.58,35.51,32,3.03,0
430.86,261.73,9.93,271.66,376.21,2030.5,212.91,45.33,26.35,15,3.2,0
745.72,264.48,10.56,275.04,373.49,2039.6,230.08,49.07,25.05,87,2.5,0
417.83,281.81,10.7,292.51,372.78,2053.1,232.89,50.34,26.34,35,2.5,0
288.13,316.25,10.91,327.16,373.34,2101.6,211.59,47.89,28.99,100,2.37,0
284.19,327.81,11.36,339.17,370.98,2114.9,372.67,77.93,28.84,100,1.3,0
279.96,267.16,12.02,279.18,367.7,1961.7,155.23,31.83,22.22,100,2.8,0
325.34,258.23,12.11,270.34,364.68,1988.2,202.14,43.36,21.33,97,2.8,0
310.85,306.02,11.33,317.35,368.04,1944.6,531.03,95.71,27.01,66,2.12,0
277.39,270.81,11.36,282.17,369.14,1734.4,102.71,19.93,23.84,88,3.03,0
275.91,353.36,11.58,364.94,374.13,2011,157.23,35.8,30.51,23,3.2,0
362.42,346.82,11.86,358.68,373.17,2231.2,230.97,54.29,29.24,51,2.5,0
347.97,315.3,12.83,328.13,367.87,2242.6,240.75,56.28,24.58,78,2.37,0
696.44,328.88,12.88,341.76,365.4,2233.6,241.5,56.36,25.54,69,1.3,0
449.96,329.63,12.67,342.3,363.23,2234.8,224.3,52.52,26.01,23,2.8,0
298.58,318.28,12.6,330.88,360.49,2239.4,238.62,55.77,25.25,16,0.23,0
295.96,328.23,12.53,340.76,359.4,2233.5,227.26,53.22,26.2,68,2.5,0
290.54,325.87,12.41,338.28,358.91,2208.1,332.44,75.01,26.26,36,2.37,0
294.73,341.01,12.44,353.45,361.13,2107.2,340.85,73.48,27.42,55,1.3,0
298.42,339.21,12.69,351.9,364.5,2006.7,375.22,76.53,26.72,76,2.8,0
294.89,312.74,13.2,325.94,366.47,1864,406.56,75.01,23.69,34,0.23,0
306.69,254.11,13.47,267.58,367.78,1675.9,303.43,50.42,18.86,5,3.03,0
345.61,193.17,12.89,206.06,365.69,1546.9,201.94,31.57,14.98,10,3.2,0
395.46,183.99,11.56,195.55,367.95,1591.8,41.25,7.63,15.91,13,2.5,0
372.44,251.66,9.74,261.4,376.1,1841,202.57,39.63,25.84,17.5,2.37,0
299.27,210.13,9.52,219.65,375.89,1854.2,206.76,39.48,22.08,12.4,2.8,0
329.92,195.73,9.61,205.34,376.14,1816.7,177.83,33.81,20.37,123,3.56,0
463.7,192.48,9.08,201.56,377.82,1816.9,189.08,35.83,21.2,34,2.12,0
234.75,194.22,8.69,202.91,380.24,1816.2,188.44,35.84,22.35,15,0.78,0
215.86,208.23,8.49,216.72,384.32,1846,158.14,31.45,24.53,64,2.5,0
199.06,216.44,8.51,224.95,386.23,1847.2,300.79,55.35,25.45,98,2.37,0
179.78,176.67,8.71,185.38,380.26,1600.3,283.79,40.77,20.28,34,1.3,0
186.98,142.88,8.34,151.22,376.28,1412.1,-39.26,0,17.13,28,2.8,0
192.58,214.3,6.61,220.91,378.88,1699.6,199.79,37.48,32.41,57,0.45,0
188.68,256.13,6.34,262.47,381.77,1823.9,188.07,36.7,40.4,63,2.5,0
252.21,208.15,7.83,215.98,378.04,1765.5,264.51,43.74,26.58,96,2.37,0
877.2,149.01,8.34,157.35,366.13,1518.4,58.44,9.15,17.88,17,1.3,0
832.26,162.79,7.09,169.88,363.71,1578.7,52.73,9.42,22.95,56,2.8,0
256.88,237.86,5.81,243.67,371.4,1762.1,282.33,52.63,40.96,27,0.23,0
180.89,302.62,6.52,309.14,378.78,1791,311.14,58.75,46.42,45,3.03,0
369.82,305.1,8.43,313.53,382.49,1805.4,354.03,66.44,36.2,67,3.2,0
565.45,300.95,10.47,311.42,385.48,1798.4,322.53,61.14,28.74,24,2.5,0
516.79,298.72,12.06,310.78,387.84,1813.5,347.3,65.16,24.76,57,2.37,0
585.46,280.18,13.12,293.3,388.57,1825.8,163.4,32.84,21.36,98,1.3,0
398.08,248.88,13.41,262.29,383.55,1806.5,363.12,59.92,18.56,99,2.8,0
376.76,160.98,12.55,173.53,371.29,1445.2,175.71,24.34,12.82,67,3.56,0
356.52,164.61,10.58,175.19,370.81,1446.2,-24.61,0,15.55,26,2.37,0
297.08,281.67,7.96,289.63,383.88,1799.2,376.02,72.8,35.4,17.8,1.3,0
217.38,309.28,8.24,317.52,390.46,1870.8,324.86,64.66,37.54,17.3,2.8,0
488.04,324.48,10.61,335.09,392.32,1900,386.71,75.85,30.59,21.5,0.23,0
1112.06,315.13,12.29,327.42,393.18,1871,337.24,66.13,25.64,24.2,3.03,0
834.68,317.77,13.25,331.02,393.89,1890.7,326.48,65.17,23.99,28.8,3.2,0
403.16,332.88,13.76,346.64,394.34,1919.1,337.9,68.09,24.2,17,2.5,0
409.76,338.44,14.12,352.56,394.58,1929.7,344.96,69.61,23.96,16,2.37,0
411.98,341.79,14.37,356.16,394.65,1930,343.56,69.32,23.79,78,1.3,0
414,342.34,14.54,356.88,394.64,1929.6,339.05,68.43,23.55,32,2.8,0
415.28,340.54,14.64,355.18,394.49,1926.5,342.85,68.85,23.26,15,0.23,0
412.54,336.8,14.69,351.49,394.32,1918.9,336.59,67.49,22.93,87,3.03,0
414.77,337.33,14.7,352.03,394.41,1920.8,329.93,66.46,22.95,35,3.2,0
416.41,337.41,14.7,352.11,394.63,1929.1,335.88,67.78,22.96,100,2.5,0
418.91,338.95,14.7,353.65,394.74,1933,328.44,66.59,23.05,100,2.37,0
421.16,342.44,14.73,357.17,394.76,1937.6,339.4,68.61,23.24,100,1.3,0
420.2,337.9,14.76,352.66,394.67,1931.3,332.87,67.17,22.89,97,2.8,0
421.94,339.92,14.78,354.7,394.78,1936.1,320.76,65.33,23,66,3.56,0
421.83,341.15,14.77,355.92,395.12,1949.7,340.37,69.24,23.09,88,0.32,0
424.71,344.39,14.82,359.21,395.21,1950.1,320.41,65.63,23.24,23,0.78,0
429.07,348.06,14.89,362.95,395.37,1971.5,319.79,66.34,23.37,51,1.43,0
422.61,353.59,14.93,368.52,395.46,1995.2,318.98,67,23.68,78,2.56,0
421.96,352.55,14.99,367.54,395,2009.4,337.58,70.82,23.52,69,0.32,0
424.01,353.78,15.1,368.88,394.54,2002.7,335.53,70.25,23.43,23,1,0
420.28,353.23,15.21,368.44,394.39,1995.3,348.86,72.38,23.23,16,2.3,0
439.12,350.5,15.29,365.79,394.35,1975.8,341.23,70.24,22.93,68,0.57,0
447.79,348.36,15.32,363.68,394.75,1959.4,345.89,70.47,22.74,36,0.65,0
449.63,343.63,15.26,358.89,395.33,1936.6,347.99,70.01,22.52,55,0.78,0
440.63,335.58,15.19,350.77,395.95,1919.1,334.99,67.13,22.1,76,2.5,0
428.71,333.96,15.09,349.05,396.73,1918.1,334.47,67.05,22.13,34,2.37,0
434.65,336.26,14.98,351.24,397.47,1927.4,314.01,63.83,22.44,89,1.3,0
441.56,343.91,14.9,358.81,398.14,1949,339.47,69.05,23.08,54,2.8,0
446.88,346.08,14.89,360.97,398.07,1953.5,312.84,64.4,23.24,43,0.23,0
443.64,348.97,14.93,363.9,398.06,1982.6,319.17,66.62,23.38,45,2.5,0
438.24,353.29,14.97,368.26,398.02,2004.8,326.1,68.59,23.6,34,2.37,0
484.45,352.34,15.07,367.41,397.79,2020.6,317.56,67.47,23.38,87,3.2,0
474.93,355.69,15.19,370.88,397.42,2041.7,320.37,68.57,23.42,65,2.5,0
445.29,359.48,15.31,374.79,397.23,2066.3,292.36,64.04,23.49,35,2.37,0
451.57,368.16,15.38,383.54,397.09,2103.3,328.39,72.2,23.94,33,3.2,0
419.72,368.89,15.45,384.34,396.67,2096.8,329,71.9,23.87,31,2.5,0
409.92,366.87,15.58,382.45,396.34,2088,321.08,70.06,23.54,67,2.37,0
391.96,366.41,15.7,382.11,396.15,2089.7,314.92,69,23.34,45,1.3,0
383.44,367.86,15.74,383.6,396.02,2094.5,325.24,71.08,23.37,64,2.8,0
392.32,366.1,15.75,381.85,395.77,2087.8,320.85,70,23.25,35,0.23,0
391.4,366.37,15.75,382.12,395.82,2089.7,314.03,68.81,23.26,8,2.5,0
389.38,366.64,15.74,382.38,395.98,2094.6,326.24,71.29,23.29,7,2.5,0
395.2,365.43,15.75,381.18,396.01,2088.2,320.5,69.93,23.2,7,2.37,0
398.2,366.08,15.79,381.87,396.11,2093.8,308.3,67.82,23.18,7,1.3,0
391.06,369.72,15.81,385.53,396.37,2111.6,311.24,68.99,23.39,132,2.8,0
393.07,369.66,15.8,385.46,396.52,2112.9,335.86,73.61,23.39,0,2.8,0
397.03,366.77,15.82,382.59,396.76,2098.9,299.22,66.11,23.19,56,2.12,0
389.13,369.26,15.79,385.05,397.13,2113,329.03,72.44,23.39,34,3.03,0
364.05,366.87,15.76,382.63,397.31,2094.5,330.89,71.99,23.28,12,3.2,0
363.91,364.87,15.79,380.66,397.44,2082.5,307.15,67.18,23.1,69,2.5,0
380.67,366.29,15.78,382.07,397.63,2093.5,324.21,70.85,23.22,61,2.37,0
365.39,365.69,15.75,381.44,397.69,2088.1,318.64,69.51,23.22,58,1.3,0
393.59,365.91,15.75,381.66,397.87,2093,306.18,67.36,23.23,44,2.8,0
401.12,368.66,15.74,384.4,398.09,2106.5,322.87,70.96,23.42,21,3.03,0
395.9,368.17,15.74,383.91,398.45,2106.7,305.1,67.51,23.38,90,3.2,0
401.41,369.74,15.78,385.52,398.69,2122.6,312.97,69.48,23.42,99,2.5,0
393.78,371.1,15.83,386.93,398.84,2139.7,276.7,62.69,23.44,101,2.5,0
376.09,374.15,15.86,390.01,398.99,2179.5,303.7,69.34,23.59,122,2.37,0
381.25,368.52,15.86,384.38,399.17,2189.9,289.74,66.68,23.23,123,1.3,0
363.4,370.06,15.87,385.93,399.33,2202.8,306.29,70.42,23.32,165,2.8,0
349.86,369.6,15.88,385.48,399.44,2199.5,294.94,67.97,23.27,121,2.8,0
311.22,369.79,15.9,385.69,399.6,2203.6,308.49,70.9,23.25,100,2.12,0
307.3,368.42,15.92,384.34,399.63,2200.2,293.88,67.71,23.14,87,3.03,0
307.99,368.91,15.95,384.86,399.59,2212.7,282.95,65.81,23.13,90,3.2,0
310.51,363.22,15.92,379.14,398.72,2225.5,293.24,68.16,22.81,77,2.5,0
309.19,362.09,15.83,377.92,398.23,2218.1,304.89,70.47,22.88,109,2.37,0
309.13,370.44,15.65,386.09,398.3,2215.1,281.99,65.58,23.68,110,1.3,0
306.01,362.33,15.67,378,397.35,2228.9,275.83,64.34,23.12,34,2.8,0
313.22,354.51,15.65,370.16,395.79,2231,272.91,63.67,22.65,99,0.23,0
308.75,353.06,15.39,368.45,394.46,2231.3,274.79,64.11,22.95,12,2.5,0
307.22,351.53,15.1,366.63,393.4,2230.9,273.51,63.81,23.27,34,2.37,0
315.07,353.5,14.9,368.4,393.03,2225.9,303.53,70.3,23.73,53,1.3,0
315.79,364.61,14.81,379.42,394.02,2216.7,280.98,65.36,24.61,23,2.8,0
315.3,363.09,14.93,378.02,394.01,2229,273.75,63.86,24.32,76,0.23,0
313.72,351.9,15.14,367.04,392.94,2231.1,272.41,63.55,23.25,56,3.03,0
311.12,353.67,15.06,368.73,392.33,2231.4,274.58,64.06,23.49,89,3.2,0
305.31,353.62,14.89,368.51,391.9,2231.7,274.75,64.1,23.75,10,2.5,0
312.9,351.45,14.77,366.22,391.51,2231.1,273.29,63.76,23.8,90,2.37,0
310.93,355.03,14.7,369.73,391.52,2226,303.43,70.28,24.14,80,2.8,0
310.92,365.31,14.71,380.02,392.97,2216.5,280.19,65.18,24.84,43,3.56,0
311.06,363.48,14.87,378.35,393.42,2226.4,289.69,67.32,24.45,56,2.12,0
313.18,354.61,15.13,369.74,393.46,2223.7,273.59,63.73,23.44,0,0.78,0
306.68,353.91,15.17,369.08,392.76,2229.8,271.35,63.29,23.34,67,2.5,0
302.98,355.14,15.11,370.25,392.35,2228.5,287.31,66.79,23.51,45,2.37,0
308.72,355.81,14.95,370.76,392.58,2224.1,273.32,63.66,23.8,27,1.3,0
307.9,352.27,14.91,367.18,391.72,2230,265.35,61.9,23.63,78,2.8,0
312.96,349.35,14.94,364.29,390.57,2231.4,266.84,62.25,23.39,35,0.45,0
309.87,351.8,14.78,366.58,389.82,2231.6,266.56,62.2,23.8,68,2.5,0
304.31,351.91,14.66,366.57,389.13,2231.6,268.61,62.67,24.01,39,2.37,0
315.43,349.94,14.55,364.49,388.74,2231.5,268.81,62.72,24.05,89,1.3,0
316.24,352.47,14.5,366.97,388.49,2231.7,269.6,62.91,24.3,78,2.8,0
313.12,353.22,14.5,367.72,388.34,2232.1,267.49,62.4,24.35,79,0.23,0
311.35,345.73,14.52,360.25,386.5,2236.9,214.77,50.43,23.82,56,3.03,0
311.36,303.45,14.41,317.86,380.36,2249.3,156.85,36.92,21.06,98,3.2,0
307.25,253.15,13.72,266.87,370.74,2244.3,117.94,27.55,18.46,76,2.5,0
306.27,236.07,11.96,248.03,363.05,2231.4,123.47,28.8,19.74,87,2.37,0
307.73,238.06,10.05,248.11,361.75,2232.4,147.72,34.48,23.7,76,1.3,0
276.15,246.29,9.06,255.35,361.13,2237.9,131.14,30.84,27.18,57,2.8,0
241.55,247.65,8.85,256.5,359.6,2244.6,172.66,40.27,27.98,85,3.56,0
225.81,255.68,8.73,264.41,359.69,2230,156.51,36.61,29.29,46,2.37,0
227.5,258.73,8.94,267.67,358.4,2238.4,162.78,38.04,28.95,89,1.3,0
237.16,255.51,9.23,264.74,357.46,2236.3,153.96,36.05,27.69,88,2.8,0
257.39,251.91,9.24,261.15,355.27,2241.7,142.98,33.53,27.27,87,0.23,0
263.33,249.03,9.12,258.15,353.56,2240.5,159.43,37.26,27.3,89,3.03,0
255.61,249.83,8.89,258.72,352.89,2236,147.75,34.6,28.11,76,3.2,0
249.35,249.96,8.91,258.87,351.95,2242.3,147.78,34.67,28.04,85,2.5,0
239.5,249.78,8.88,258.66,350.87,2240.8,162.32,37.94,28.13,56,2.37,0
246.02,251.14,8.81,259.95,350.93,2236,152.38,35.69,28.52,94,1.3,0
242.1,251.23,8.91,260.14,350.07,2239.6,160.88,37.6,28.18,35,2.8,0
241.32,252.36,8.96,261.32,349.38,2235.8,150.33,35.21,28.18,87,0.23,0
246.13,250.89,8.95,259.84,348.6,2239.5,159.75,37.33,28.02,24,3.03,0
243.86,249.82,8.94,258.76,347.9,2235.6,146.95,34.41,27.96,24,3.2,0
